TERMINALID,MONTH1,YEAR1,AirlineAmount,MobileAmount,ICCDMRAMT,YBLDMR,NEPALDMR,DCBDMR,RBLDMR,otheramount,totalamount,airlinecommission,mobilecommission,YBLdmrcommission,DCBdmrcommission,RBLdmrcommission,NEPALdmrcommission,ICASH CASH BACK,otherscommission,totalcommission
INPNQ03900112L,12,2015,0,7927.81,2744236.77,1460643.59,0,0,0,0,4212808.17,0,198.19,7304.9,0,0,0,0,0,7503.09
INPNQ03900112L,1,2016,0,9429.03,88926.97,106766.52,0,0,0,867.9263,205990.4463,0,180.97,587.2,0,0,0,0,7.8597,776.0297
INPNQ03900112L,2,2016,0,1111.94,3966267.68,3094794.112,0,0,0,602.6421,7062776.3741,0,20.06,15424.32,0,0,0,0,2.6199,15446.9999
INPNQ03900112L,3,2016,0,2504.2,7794253.12,4055874.4738,0,0,0,822,11853453.7938,0,32.8,20683.918,0,0,0,0,0,20716.718
INPNQ03900112L,4,2016,37556.27,3215.67,6606574.8,3139110.4774,0,0,0,0,9786457.2174,1247.49,44.33,14158.914,0,0,0,0,0,15450.734
INPNQ03900112L,5,2016,3981.88,2941.2,1434403.43,1199838.4754,0,0,0,10172.72,2651337.7054,131.25,39.8,5061.694,0,0,0,0,89.28,5322.024
INPNQ03900112L,6,2016,6816.63,3191.24,6283908.54,2190634.06,0,0,0,1539.42,8486089.89,213.75,40.76,9468.2,0,0,0,285.25,84.58,10092.54
INPNQ03900112L,7,2016,0,2979.1,6367320.46,1997716.485,0,0,0,9848,8377864.045,0,41.9,8963.7,0,0,0,2029.18,0,11034.78
INPNQ03900112L,8,2016,0,4339.91,6487068,3129007.295,0,0,0,2517.62,9622932.825,0,50.09,14823.9,0,0,0,2443.95,147.38,17465.32
INPNQ03900112L,9,2016,0,2362.17,6640631,4426022.45,0,0,0,1219.12,11070234.74,0,35.83,23059,0,0,0,3294.0434,52.88,26441.7534
INPNQ039001422,10,2015,0,945.51,8561042.56,2032983.79,0,0,0,332.6316,10595304.4916,0,10.49,11686.9,0,0,0,0,2.6316,11700.0216
INPNQ039001422,11,2015,0,2493.98,7694713.1,2504187.786,0,0,0,242.6316,10201637.4976,0,39.02,14172.46,0,0,0,0,2.6316,14214.1116
INPNQ039001422,12,2015,0,2902.66,6045567.53,1591343.516,0,0,0,552.6421,7640366.3481,0,20.34,9042.76,0,0,0,0,2.6199,9065.7199
INPNQ039001422,1,2016,0,1693.84,8153615.1,259823.19,0,0,0,0,8415132.13,0,13.16,1560.9,0,0,0,0,0,1574.06
INPNQ039001422,2,2016,0,395.5,8529262.01,205891.84,0,0,0,682,8736231.35,0,4.5,1222.4,0,0,0,0,0,1226.9
INPNQ039001422,3,2016,0,395.5,9020223.95,141664.16,0,0,0,0,9162283.61,0,4.5,837.6,0,0,0,0,0,842.1
INPNQ039001422,4,2016,0,197.75,8922236.88,114363.3,0,0,0,0,9036797.93,0,2.25,643,0,0,0,0,0,645.25
INPNQ039001422,5,2016,0,2371.15,8752554.31,132008.7,0,0,0,0,8886934.16,0,21.85,767,0,0,0,0,0,788.85
INPNQ039001422,6,2016,0,2406.1,9124905.84,143424.2,0,0,0,1482,9272218.14,0,13.9,806,0,0,0,270.2,0,1090.1
INPNQ039001422,7,2016,0,1077.12,9803093.2,57928.6,0,0,0,0,9862098.92,0,7.88,342,0,0,0,6061.47,0,6411.35
INPNQ039001422,8,2016,0,2099.17,9356113.8,64531.05,0,0,0,0,9422744.02,0,15.83,381,0,0,0,5684.56,0,6081.39
INPNQ039001422,9,2016,0,609.15,8812084.71,48884.85,0,0,0,0,8861578.71,0,8.85,307,0,0,0,7603.2899,0,7919.1399
INPNQ039001523,10,2015,0,31458.66,4806392.6,0,0,0,0,0,4837851.26,0,507.34,0,0,0,0,0,0,507.34
INPNQ039001523,11,2015,0,36438.36,5082225.55,0,0,0,0,0,5118663.91,0,653.64,0,0,0,0,0,0,653.64
INPNQ039001523,12,2015,0,19095.01,3871859.24,0,0,0,0,0,3890954.25,0,336.99,0,0,0,0,0,0,336.99
INPNQ039001523,1,2016,0,37381.89,5030524.95,0,0,0,0,0,5067906.84,0,580.11,0,0,0,0,0,0,580.11
INPNQ039001523,2,2016,0,37400.48,5627207.34,0,0,0,0,0,5664607.82,0,556.52,0,0,0,0,0,0,556.52
INPNQ039001523,3,2016,0,23629.78,4481209.49,0,0,0,0,714116.01,5218955.28,0,165.22,0,0,0,0,0,0,165.22
INPNQ039001523,4,2016,0,21959.08,6218418.97,0,0,0,0,0,6240378.05,0,184.92,0,0,0,0,0,0,184.92
INPNQ039001523,5,2016,0,24419.97,5545637.01,0,0,0,0,0,5570056.98,0,282.03,0,0,0,0,0,0,282.03
INPNQ039001523,6,2016,0,24143.62,6158528.85,0,0,0,0,10057.99,6192730.46,0,378.38,0,0,0,0,193,0,571.38
INPNQ039001523,7,2016,0,21048.68,6488623.17,0,0,0,0,0,6509671.85,0,215.32,0,0,0,0,3962.95,0,4178.27
INPNQ039001523,8,2016,0,21185.35,7369133.94,0,0,0,0,0,7390319.29,0,91.65,0,0,0,0,4112.84,0,4204.49
INPNQ039001523,9,2016,0,22678.49,8797259.93,0,0,0,0,632,8820570.42,0,89.51,0,0,0,0,7633.4897,0,7722.9997
INSTV039000400,10,2015,51314.7,167.45,7916125.4,1879693.932,0,0,0,75683,9922984.482,907,2.55,8594.52,0,0,0,0,0,9504.07
INSTV039000400,11,2015,100348.67,1443.32,8551461.27,2691430.9072,0,0,0,74691,11419375.1672,2327.06,19.68,13918.992,0,0,0,0,201.2,16466.932
INSTV039000400,12,2015,59570.63,698.48,4644505.83,2653088.5836,0,0,0,134708.4,7492571.9236,1443.75,11.52,14693.796,0,0,0,0,0,16149.066
INSTV039000400,1,2016,115240.66,1103.96,7250264.75,2845190.65,0,0,0,170030.3,10381830.32,1861.5,16.04,15671.5,0,0,0,0,0,17549.04
INSTV039000400,2,2016,81022.77,592.13,7959581.07,3803762.7522,0,0,0,101447.02,11946405.7422,1828.1,7.87,21026.942,0,0,0,0,0,22862.912
INSTV039000400,3,2016,75931.08,1283.78,8479952.9,4661578.459,0,0,0,90535.8,13309282.019,1226.59,5.22,25399.49,0,0,0,0,0,26631.3
INSTV039000400,4,2016,252284.39,1601.37,8091820.27,5406170.695,0,0,0,98717.07,13850593.795,7077.83,16.63,28361.45,0,0,0,0,74.83,35530.74
INSTV039000400,5,2016,54911.1,1763.5,7412508.11,4449004.978,0,0,0,124199.26,12042386.948,713.25,16.5,23810.58,0,0,0,0,276.04,24816.37
INSTV039000400,6,2016,150906.07,2660.9,7591129.78,4152549.854,0,0,0,97051.12,11994297.724,2850.34,20.1,22267.8,0,0,0,426.8,52.88,25617.92
INSTV039000400,7,2016,66501.49,1437.54,8521350.51,3510728.6085,0,0,0,190551.98,12290570.1285,1775.29,7.46,19133.57,0,0,0,4771.76,92.52,25780.6
INSTV039000400,8,2016,9169.81,619.05,8492137.46,3802195.202,0,0,0,254404.08,12558525.602,264.41,3.95,20700.84,0,0,0,4567.97,0,25537.17
INSTV039000400,9,2016,28751.95,2876.38,7526768.82,2960053.1322,9000,0,0,199713,10727163.2822,699,12.62,16025.124,0,0,57.75,5809.2097,3680,26283.7037
INSTV03900042R,10,2015,0,0,8061036.35,0,0,0,0,0,8061036.35,0,0,0,0,0,0,0,0,0
INSTV03900042R,11,2015,0,0,5921965.66,0,0,0,0,0,5921965.66,0,0,0,0,0,0,0,0,0
INSTV03900042R,12,2015,0,0,4335990.06,0,0,0,0,0,4335990.06,0,0,0,0,0,0,0,0,0
INSTV03900042R,1,2016,0,0,3705666.12,0,0,0,0,0,3705666.12,0,0,0,0,0,0,0,0,0
INSTV03900042R,2,2016,0,0,3407298.34,0,0,0,0,0,3407298.34,0,0,0,0,0,0,0,0,0
INSTV03900042R,3,2016,0,0,2730439.87,0,0,0,0,0,2730439.87,0,0,0,0,0,0,0,0,0
INSTV03900042R,4,2016,0,0,3179211.85,0,0,0,0,0,3179211.85,0,0,0,0,0,0,0,0,0
INSTV03900042R,5,2016,0,0,3512618.01,0,0,0,0,0,3512618.01,0,0,0,0,0,0,0,0,0
INSTV03900042R,6,2016,0,0,7800682.04,0,0,0,0,0,7800682.04,0,0,0,0,0,0,676.11,0,676.11
INSTV03900042R,7,2016,0,0,6504289.7,0,25000,0,0,0,6529289.7,0,0,0,0,0,28.875,3287.69,0,3316.565
INSTV03900042R,8,2016,0,0,9511649.98,0,0,0,0,0,9511649.98,0,0,0,0,0,0,5363.73,0,5363.73
INSTV03900042R,9,2016,0,0,8153404.59,1625518.1296,17000,0,0,6346,9802268.7196,0,0,8917.232,0,0,86.625,6036.9451,0,15040.8021
INSTV03900044T,10,2015,0,0,5624118.48,0,0,0,0,0,5624118.48,0,0,0,0,0,0,0,0,0
INSTV03900044T,11,2015,0,0,3810034.98,0,0,0,0,0,3810034.98,0,0,0,0,0,0,0,0,0
INSTV03900044T,12,2015,0,0,3915499.2,0,0,0,0,0,3915499.2,0,0,0,0,0,0,0,0,0
INSTV03900044T,1,2016,0,0,3335155.71,0,0,0,0,0,3335155.71,0,0,0,0,0,0,0,0,0
INSTV03900044T,2,2016,0,0,3339861.68,0,0,0,0,0,3339861.68,0,0,0,0,0,0,0,0,0
INSTV03900044T,3,2016,0,0,2734233.85,0,0,0,0,0,2734233.85,0,0,0,0,0,0,0,0,0
INSTV03900044T,4,2016,0,0,3102895.52,0,0,0,0,0,3102895.52,0,0,0,0,0,0,0,0,0
INSTV03900044T,5,2016,0,0,114696.37,0,0,0,0,0,114696.37,0,0,0,0,0,0,0,0,0
INSTV03900044T,6,2016,0,0,49199.33,0,0,0,0,0,49199.33,0,0,0,0,0,0,23.9,0,23.9
INSTV03900044T,7,2016,0,0,3528056.25,0,96630,0,0,0,3624686.25,0,0,0,0,0,154,2376.54,0,2530.54
INSTV03900044T,8,2016,0,0,8804948.32,0,10000,0,0,0,8814948.32,0,0,0,0,0,28.875,8003.88,0,8032.755
INSTV03900044T,9,2016,0,0,8450922.41,0,434430,0,0,0,8885352.41,0,0,0,0,0,750.75,6311.6192,0,7062.3692
INSTV03900060E,10,2015,0,6295.36,2877821.33,0,0,0,0,53562.8,2937679.49,0,133.64,0,0,0,0,0,0,133.64
INSTV03900060E,11,2015,39804.43,30954.22,12764525.22,0,0,0,0,-10242.3684,12825041.5016,1063.97,571.78,0,0,0,0,0,2.6316,1638.3816
INSTV03900060E,12,2015,0,26626.81,10126893.47,0,0,0,0,119850.8421,10273371.1221,0,468.19,0,0,0,0,0,2.6199,470.8099
INSTV03900060E,1,2016,0,30964.63,12727817,0,0,0,0,141344.19,12900125.82,0,561.37,0,0,0,0,0,0,561.37
INSTV03900060E,2,2016,19982.07,28976.72,11472818.79,0,0,0,0,84752.93,11606530.51,573.27,431.28,0,0,0,0,0,0,1004.55
INSTV03900060E,3,2016,11588,26942.74,11879363,0,0,0,0,12140.91,11930034.65,0,459.26,0,0,0,0,0,0,459.26
INSTV03900060E,4,2016,0,28654.04,13119363.56,0,0,0,0,4519.9,13152537.5,0,468.96,0,0,0,0,0,0,468.96
INSTV03900060E,5,2016,0,33262.21,11544128.6,0,0,0,0,34656,11612046.81,0,554.79,0,0,0,0,0,0,554.79
INSTV03900060E,6,2016,0,30443.7,10278383.38,0,0,0,0,51862,10360689.08,0,463.3,0,0,0,0,910.1,0,1373.4
INSTV03900060E,7,2016,18316.65,23436.33,11701877.27,0,0,0,0,238655.2,11982285.45,328.8,317.67,0,0,0,0,6645.15,0,7291.62
INSTV03900060E,8,2016,10403.71,20407.8,12557738.88,0,0,0,0,194315,12782865.39,332.93,267.2,0,0,0,0,7375.8,0,7975.93
INSTV03900060E,9,2016,14552.9,21343.14,13561893.54,0,0,0,0,132472,13730261.58,474.84,243.86,0,0,0,0,10937.3855,2560,14216.0855
INSTV03900202T,10,2015,0,27210.87,4888390.35,0,0,0,0,0,4915601.22,0,355.13,0,0,0,0,0,0,355.13
INSTV03900202T,11,2015,0,23458.98,5633928.84,0,0,0,0,100.6,5657488.42,0,410.02,0,0,0,0,0,0,410.02
INSTV03900202T,12,2015,0,20715.49,5108969.95,0,0,0,0,0,5129685.44,0,348.51,0,0,0,0,0,0,348.51
INSTV03900202T,1,2016,0,10268.44,5093193.54,0,0,0,0,0,5103461.98,0,205.56,0,0,0,0,0,0,205.56
INSTV03900202T,2,2016,0,17455.67,7316896.51,0,0,0,0,0,7334352.18,0,331.33,0,0,0,0,0,0,331.33
INSTV03900202T,3,2016,0,21776.05,7838201.1,0,0,0,0,1851.65,7861828.8,0,360.95,0,0,0,0,0,25.15,386.1
INSTV03900202T,4,2016,0,28043.65,9142796.87,0,0,0,0,1623.16,9172463.68,0,469.35,0,0,0,0,0,44.64,513.99
INSTV03900202T,5,2016,10012,30835.08,9245839.94,0,0,0,0,3940.8,9290627.82,0,486.92,0,0,0,0,0,0,486.92
INSTV03900202T,6,2016,0,27271.4,8383322.6,0,0,0,0,1204.7,8411798.7,0,414.6,0,0,0,0,708.97,5.3,1128.87
INSTV03900202T,7,2016,0,35308.21,7639078.83,0,0,0,0,1950,7676337.04,0,499.79,0,0,0,0,3864.43,0,4364.22
INSTV03900202T,8,2016,0,24280.36,8360585.96,0,0,0,0,-378,8384488.32,0,367.64,0,0,0,0,4152.45,0,4520.09
INSTV03900202T,9,2016,0,29896.35,10467756.54,0,0,0,0,-1120,10496532.89,0,388.65,0,0,0,0,6058.7986,0,6447.4486
INSTV03900212C,10,2015,0,1385.55,2902040.33,0,0,0,0,0,2903425.88,0,35.45,0,0,0,0,0,0,35.45
INSTV03900212C,11,2015,0,1410.64,1191103.75,0,0,0,0,100.6,1192614.99,0,38.36,0,0,0,0,0,0,38.36
INSTV03900212C,12,2015,0,641.79,163168.41,0,0,0,0,0,163810.2,0,18.21,0,0,0,0,0,0,18.21
INSTV03900212C,1,2016,0,616.69,0,0,0,0,0,2383.04,2999.73,0,16.31,0,0,0,0,0,28.96,45.27
INSTV03900212C,2,2016,0,2631.46,0,0,0,0,0,0,2631.46,0,52.54,0,0,0,0,0,0,52.54
INSTV03900212C,3,2016,0,2199.2,0,0,0,0,0,0,2199.2,0,40.8,0,0,0,0,0,0,40.8
INSTV03900212C,4,2016,0,34.95,0,0,0,0,0,0,34.95,0,1.05,0,0,0,0,0,0,1.05
INSTV03900212C,5,2016,0,1511.86,2979356.2,152963.8,0,0,0,10542.9,3144374.76,0,35.14,818,0,0,0,0,0,853.14
INSTV03900212C,6,2016,0,1733.84,8065214.8,1085588.02,5000,0,0,7253.8,9164790.46,0,32.16,5528.4,0,0,28.875,525.5,0,6114.935
INSTV03900212C,7,2016,0,1248.44,10234135.98,39759.6,5000,0,0,744.6,10280888.62,0,31.56,232,0,0,28.875,5412.07,0,5704.505
INSTV03900212C,8,2016,0,2111.42,9869041.12,50262.5,5000,0,12001,5129.2,9943545.24,0,53.58,250,0,62.006,28.875,4706.96,0,5101.421
INSTV03900212C,9,2016,0,241.49,8675373.33,107571.2,5000,0,0,5149.2,8793335.22,0,2.51,564,0,0,28.875,6170.4626,0,6765.8476
INSTV039004022,10,2015,0,4050.4,0,0,0,0,0,-1132.4,2918,0,85.6,0,0,0,0,0,0,85.6
INSTV039004022,11,2015,21166.23,262.77,206573.16,0,0,0,0,8663.9,236666.06,461.97,5.23,0,0,0,0,0,0,467.2
INSTV039004022,12,2015,11944.02,6860.24,12315004.36,0,0,0,0,22281.3,12356089.92,468.87,166.76,0,0,0,0,0,0,635.63
INSTV039004022,1,2016,0,13279.87,10673896.11,0,0,0,0,23452,10710627.98,0,307.13,0,0,0,0,0,0,307.13
INSTV039004022,2,2016,0,9470.43,13152156.71,0,49800,0,0,11952.7,13223379.84,0,239.57,0,0,0,38.5,0,0,278.07
INSTV039004022,3,2016,26954.7,6274.42,10497578.25,0,0,0,0,12386.1,10543193.47,571.45,147.58,0,0,0,0,0,0,719.03
INSTV039004022,4,2016,0,4970.59,9981638.27,0,45000,101521,0,-4350,10128779.86,0,89.41,0,577.208,0,38.5,0,0,705.118
INSTV039004022,5,2016,61198.88,5960.07,11281630.69,0,102300,0,0,9341,11460430.64,1085.68,106.93,0,0,0,125.125,0,0,1317.735
INSTV039004022,6,2016,0,3551.64,13806900.1,0,20000,0,0,6981,13837432.74,0,49.36,0,0,0,9.625,535.92,0,594.905
INSTV039004022,7,2016,0,3628.67,14411488.86,0,3500,0,0,15490,14434107.53,0,64.33,0,0,0,28.875,10521.36,0,10614.565
INSTV039004022,8,2016,0,4935.3,12359300.34,0,0,0,17860,5025,12387120.64,0,82.7,0,0,97.16,0,8417.35,0,8597.21
INSTV039004022,9,2016,0,2325.1,9300586.67,0,0,0,877630,8930,10189471.77,0,48.9,0,0,4846.78,0,5471.3235,280,10647.0035
INSTV039006822,10,2015,0,955.86,3788587.36,0,0,0,0,0,3789543.22,0,24.14,0,0,0,0,0,0,24.14
INSTV039006822,11,2015,0,4300.17,2998409.66,0,0,0,0,0,3002709.83,0,65.83,0,0,0,0,0,0,65.83
INSTV039006822,12,2015,0,3402.45,5111986.04,0,0,0,0,0,5115388.49,0,84.55,0,0,0,0,0,0,84.55
INSTV039006822,1,2016,0,2534,4967707.86,0,0,0,0,0,4970241.86,0,48,0,0,0,0,0,0,48
INSTV039006822,2,2016,0,638.09,2307891.38,0,0,0,0,0,2308529.47,0,11.91,0,0,0,0,0,0,11.91
INSTV039006822,3,2016,0,4805.81,8523109.31,0,0,0,0,0,8527915.12,0,102.19,0,0,0,0,0,0,102.19
INSTV039006822,4,2016,0,2424.84,10236475.53,0,0,0,0,0,10238900.37,0,50.16,0,0,0,0,0,0,50.16
INSTV039006822,5,2016,0,2605.85,12651829.14,0,0,0,0,0,12654434.99,0,45.15,0,0,0,0,0,0,45.15
INSTV039006822,6,2016,4500,2543.41,7266905.54,0,0,0,0,0,7273948.95,0,48.59,0,0,0,0,1201.99,0,1250.58
INSTV039006822,7,2016,0,3175.83,8937070.3,0,49800,0,0,0,8990046.13,0,60.17,0,0,0,38.5,6263.66,0,6362.33
INSTV039006822,8,2016,10277.93,4462.63,10695795.94,191460.1557,0,0,0,0,10901996.6557,254.81,80.37,1062.994,0,0,0,7687.04,0,9085.214
INSTV039006822,9,2016,0,2471.1,9294625.16,1555808.1257,0,0,0,0,10852904.3857,0,35.9,8510.394,0,0,0,7067.208,0,15613.502
INSTV039009722,10,2015,0,37626.58,17484152.24,0,0,0,0,0,17521778.82,0,801.42,0,0,0,0,0,0,801.42
INSTV039009722,11,2015,6386,52699.69,19999093.24,0,0,0,0,14629.9473,20072808.8773,0,1135.31,0,0,0,0,0,51.5475,1186.8575
INSTV039009722,12,2015,0,29363.48,19205526.28,0,0,0,0,48474.11,19283363.87,0,607.52,0,0,0,0,0,0,607.52
INSTV039009722,1,2016,0,42735.84,21057450.07,0,0,0,0,30609.56,21130795.47,0,852.16,0,0,0,0,0,0,852.16
INSTV039009722,2,2016,0,36373.61,21636487.76,0,0,0,0,2293.68,21675155.05,0,745.39,0,0,0,0,0,0,745.39
INSTV039009722,3,2016,0,33840.08,21960800.88,0,0,0,0,11201.81,22005842.77,0,607.92,0,0,0,0,0,0,607.92
INSTV039009722,4,2016,0,33318.07,21433651.67,0,0,0,0,4788.56,21471758.3,0,620.93,0,0,0,0,0,0,620.93
INSTV039009722,5,2016,0,23798.29,19138575.54,0,0,0,0,10281.32,19172655.15,0,395.71,0,0,0,0,0,0,395.71
INSTV039009722,6,2016,0,18527.04,12076126.04,0,0,0,0,0,12094653.08,0,306.96,0,0,0,0,1496.05,0,1803.01
INSTV039009722,7,2016,0,31024.2,15622166.99,0,0,0,26905,14888.8,15694984.99,0,538.8,0,0,151.43,0,10051.28,0,10741.51
INSTV039009722,8,2016,0,22393.17,16938113.95,0,0,0,149000,3269.5,17112776.62,0,384.83,0,0,810,0,9894.45,0,11089.28
INSTV039009722,9,2016,0,19809.21,16502289.85,0,0,0,5000,0,16527099.06,0,349.79,0,0,35,0,13458.3218,0,13843.1118
,,,,,,,,,,,4996847235.2487,,,,,,,,,
